cell_id,surface,length_m
1,asphalt,84015.61544104056
1,chipseal,1133.535824990052
1,compacted,2718.2502021780742
1,concrete,953.5386103352649
1,concrete:plates,172.33756351159218
1,dirt,3673.0313231079517
1,earth,1441.1589135779896
1,fine_gravel,8846.00934859656
1,grass,1747.79333662837
1,gravel,6721.534401358827
1,ground,1021.9237641279633
1,paved,2530.4857593691577
1,paving_stones,7229.4078554438365
1,pebblestone,2730.590134053972
1,sand,128.536602555635
1,sett,391.5647940721182
1,unpaved,1009.4961733486367
1,woodchips,170.17264600687335
2,aluminium,4.604749124586772
2,asphalt,112885.29036766064
2,cobblestone,92.33167100423938
2,compacted,11615.860157660207
2,concrete,972.2362208918208
2,concrete:plates,84.31317699344874
2,dirt,11056.336153775199
2,earth,541.1155763699278
2,fine_gravel,9707.167409942034
2,grass,8858.102121564649
2,grass_paver,66.08476046189452
2,gravel,10658.258029761695
2,ground,15381.109738923498
2,paved,664.1904763918168
2,paving_stones,9959.95483542629
2,pebblestone,8920.05493439049
2,sand,7.462289215483568
2,sett,224.40502251102512
2,tiles,1.461139314531845
2,unpaved,1536.6290910838068
2,wood,21.848026771059658
3,asphalt,1676.0193604092879
3,cobblestone,137.93162731212703
3,compacted,891.6594385769342
3,fine_gravel,1908.5375726711468
3,grass,132.64957678641625
3,paved,336.11608607275923
4,asphalt,62135.513971215776
4,cobblestone,27.70907913696952
4,compacted,2961.6886116750597
4,concrete,279.2484096035086
4,dirt,631.7518248915778
4,earth,1244.7735688451112
4,fine_gravel,11172.947500347695
4,grass,601.3298878095429
4,grass_paver,193.46137646500586
4,gravel,4228.470667252504
4,ground,3553.3274412548267
4,paved,2368.6491346573557
4,paving_stones,28826.714962032438
4,pebblestone,4572.513654556234
4,sett,446.00138658762864
4,unpaved,757.6757423054145
4,wood,11.675322416312115
5,asphalt,241967.48435813695
5,cobblestone,1268.6363767176322
5,compacted,18634.42089498654
5,concrete,1746.6043394613498
5,concrete:plates,285.95494754539305
5,dirt,2295.5386453017645
5,fine_gravel,9625.620812075917
5,grass,3824.79822557692
5,grass_paver,1250.4728666072933
5,gravel,2306.0186822004835
5,ground,5794.4761657418985
5,metal,72.00363100721752
5,metal_grid,1.9470678834282904
5,paved,16005.72014913019
5,paving_stones,50877.02183563337
5,pebblestone,1562.0078375601695
5,sand,700.3083503072694
5,sett,2198.0278634474776
5,tartan,32.94411502805409
5,unpaved,3707.521867587794
5,wood,68.58391281210152
6,asphalt,224489.07852569746
6,cobblestone,158.38819625781343
6,cobblestone:flattened,66.87626341331656
6,cobblestone;paving_stones,28.971838038607956
6,compacted,24618.13656450653
6,concrete,501.25436089822495
6,concrete:lanes,102.4461275348268
6,dirt,11161.699234179012
6,earth,464.0647534723263
6,fine_gravel,7086.947693809771
6,grass,4121.391736010933
6,grass_paver,150.02005244150186
6,gravel,4890.252924223719
6,ground,13815.65425087415
6,paved,13821.923638066253
6,paving_stones,20138.580004753054
6,pebblestone,4402.778250071301
6,sand,48.000329947252
6,sett,1205.7597865999132
6,unpaved,8006.381983472485
6,wood,211.66531132654248
6,woodchips,65.79109737913205
7,asphalt,44215.89361038184
7,cobblestone,231.9893077817881
7,compacted,4692.650787172629
7,concrete,109.45925974391766
7,dirt,2363.9650350009438
7,fine_gravel,235.73134125658638
7,grass,2977.48197324512
7,gravel,3691.8891075375464
7,ground,1130.421947275608
7,paved,2701.723473341106
7,paving_stones,2128.816493411054
7,pebblestone,2690.900992138959
7,sand,324.43537981364733
7,unpaved,2564.9122430511816
7,woodchips,6.567512811204951
8,,0.0
9,asphalt,291410.7552386363
9,cobblestone,152.594179091076
9,compacted,24152.197687498552
9,concrete,1846.9464667673499
9,concrete:lanes,50.542949312241404
9,concrete:plates,424.5167090865802
9,dirt,9991.08079390051
9,earth,3175.190698284734
9,fine_gravel,22355.77952005
9,grass,4450.719113162741
9,grass_paver,919.184666987743
9,gravel,11721.364754062752
9,ground,17086.29421151291
9,metal,171.30967301794954
9,paved,29003.212005740083
9,paving_stones,67477.60164033223
9,pebblestone,11098.113139572451
9,rock,9.191777065323963
9,rubber_mat,3.8192429706981943
9,sand,25.934184189170672
9,sett,7660.079321104516
9,unpaved,2915.08261335131
9,wood,980.8629455933276
10,asphalt,495543.3733829705
10,cobblestone,5341.188959097923
10,cobblestone:flattened,9.694698321413087
10,compacted,25008.30189194609
10,concrete,4489.262288244803
10,concrete:plates,985.4290737077488
10,dirt,5005.894728933354
10,earth,102.91706164203228
10,escalator,10.0428949878727
10,fine_gravel,10142.350856291943
10,grass,2461.3577639473488
10,grass_paver,1640.9010238198316
10,gravel,5013.397329409232
10,ground,5930.427581275721
10,metal,203.38647755686944
10,metal_grid,10.530944603378291
10,paved,36794.47903069365
10,paving_stones,122472.19509415056
10,paving_stones;concrete,63.95382511694147
10,pebblestone,2160.351752920204
10,rock,92.81071288786944
10,sand,4443.965926101185
10,sett,25133.6082833185
10,stepping_stones,7.91054681855004
10,unhewn_cobblestone,68.3407116709282
10,unpaved,4648.708889676402
10,wood,193.39042161171744
10,yes,19.05766262502952
11,asphalt,371032.77580973
11,cobblestone,3769.577961938418
11,compacted,34171.00458840847
11,concrete,7096.526188830651
11,concrete:lanes,28.06277941759951
11,concrete:plates,3113.324958242443
11,dirt,4247.543485103565
11,earth,44.09761744337739
11,fine_gravel,21603.085872079904
11,grass,4122.897620021766
11,grass_paver,1976.7844881275676
11,gravel,13355.17397413298
11,ground,14950.932347070282
11,metal,71.53302135638565
11,mud,182.63916263715493
11,net,4.348529945264872
11,paved,24714.646823397146
11,paving_stones,107774.52014072376
11,pebblestone,3483.821464903506
11,plastersteine,136.1568870506042
11,plastic,1.8598604385529716
11,rock,3.340299506151788
11,sett,22593.56955433982
11,unhewn_cobblestone,581.0588791289147
11,unpaved,7060.574387754157
11,wood,48.69247920192067
12,asphalt,149975.38964334418
12,asphalt;paving_stones,294.72596419621766
12,cobblestone,1289.285410016881
12,compacted,12168.47606447482
12,concrete,930.7856311848171
12,concrete:lanes,72.61518794015727
12,dirt,4139.377000284346
12,fine_gravel,1183.4507206142357
12,grass,3944.764962225468
12,grass_paver,85.84703214216418
12,gravel,11132.433532590576
12,ground,9578.390053445222
12,mud,286.99950600074584
12,paved,6551.809397614136
12,paving_stones,39877.98159948938
12,paving_stones;asphalt,10.719523829936664
12,pebblestone,270.90396370656316
12,sett,325.50595563211533
12,stone,17.25474556094761
12,unpaved,4528.473365301117
12,wood,8.111880128530895
13,asphalt,835.3370359703381
13,grass,88.25048722562633
13,ground,445.410687814218
13,unpaved,631.1165573382821
14,asphalt,174744.54314751254
14,cobblestone,58.84509742381691
14,compacted,5270.446795969672
14,concrete,265.6402127584652
14,concrete:plates,784.5511448334403
14,dirt,2871.3594776660143
14,earth,264.8702882874522
14,fine_gravel,9441.433058385277
14,grass,5273.87879375579
14,grass_paver,880.2866920584711
14,gravel,2904.3069825898106
14,ground,1636.7352556545743
14,metal,61.737967670016566
14,paved,4148.669697728233
14,paving_stones,50236.75004490654
14,pebblestone,22216.095663101944
14,sand,76.5648987010149
14,sett,4346.290928314641
14,stepping_stones,26.91541598191112
14,stone,15.315482946642634
14,unhewn_cobblestone,58.75019712420361
14,unpaved,82.72969674042224
14,wood,47.25490451572287
14,woodchips,4.0982526666427415
15,asphalt,513893.6495702706
15,cobblestone,1694.5970885540842
15,cobblestone:flattened,24.37484690486787
15,compacted,45342.87186941847
15,concrete,8229.620242034485
15,concrete:plates,2509.1642573547488
15,dirt,3445.451004107027
15,earth,25.336451059830473
15,fine_gravel,19650.68922359034
15,gound,27.06502933154765
15,grass,2463.038379621633
15,grass_paver,2916.170657149221
15,gravel,10641.329848284488
15,ground,3737.2885435019257
15,metal,365.72314266509534
15,metal_grid,6.386594479059739
15,paved,32567.736858318673
15,paving_stones,242705.10587102364
15,pebblestone,13227.49174304833
15,rock,17.059185687076084
15,sand,1537.862797071126
15,sett,44679.20412132794
15,stone,16.03557604895022
15,tartan,71.6792281054905
15,unhewn_cobblestone,427.29423109450653
15,unpaved,557.2366017200113
15,wood,354.9700711009785
16,asphalt,424847.2898041568
16,asphalt;cobblestone,77.47356632790606
16,carpet,43.71049066765942
16,cobblestone,2316.818671020776
16,compacted,76476.50467127086
16,concrete,4234.537071619213
16,concrete:lanes,33.53490327581106
16,concrete:plates,952.6285579706752
16,dirt,7575.474547548963
16,earth,75.64060343297683
16,fine_gravel,15336.46969343441
16,grass,3961.4076662076527
16,grass_paver,2012.5000602255718
16,gravel,5870.974694103678
16,ground,4127.851396951293
16,metal,80.02546188297708
16,metal_grid,20.03644511782461
16,mud,592.2687147130869
16,paved,18844.451707901462
16,paving_stones,141230.49690369313
16,paving_stones:30,172.4625528638883
16,pebblestone,22387.207419787257
16,sand,5062.122457543398
16,sett,18956.23590106538
16,stepping_stones,21.005452306250174
16,unhewn_cobblestone,449.08046353938687
16,unpaved,312.9484623360111
16,wood,362.3535214877182
16,woodchips,177.35264233877413
17,asphalt,169300.4273924637
17,cobblestone,2204.503532171168
17,compacted,20322.75686918643
17,concrete,1995.2948699300575
17,concrete:plates,96.56895332629864
17,dirt,26715.916339828374
17,dirt;sand,8.237439422969873
17,earth,373.18310754734756
17,fine_gravel,1500.2585915794575
17,grass,2861.3784995376436
17,grass_paver,430.3931831714554
17,gravel,12628.07469141421
17,ground,11402.09044389785
17,metal,57.295446291181044
17,paved,12778.853296243937
17,paving_stones,37680.502779232884
17,pebblestone,1102.6609452359373
17,sett,3404.284673225061
17,unpaved,1499.5437835358846
17,wood,55.59148620717127
18,asphalt,158718.17233911072
18,cobblestone,272.46270241047876
18,compacted,2618.336102195535
18,concrete,281.0659032221868
18,concrete:plates,214.9307180315849
18,dirt,9857.05349755752
18,earth,848.0290177300476
18,fine_gravel,5810.653521850749
18,grass,9758.612140887148
18,grass_paver,3832.5654287868433
18,gravel,1390.7714880627166
18,ground,12341.14183390278
18,metal,72.0833259751118
18,paved,8640.093800474066
18,paving_stones,60139.002743374105
18,pebblestone,5947.71297464082
18,sand,231.0529595371525
18,sett,4855.675154882184
18,stepping_stones,8.23872495795537
18,tiles,105.305165100709
18,unpaved,1110.392654821288
18,wood,55.52944742710142
19,asphalt,343516.68644364807
19,cobblestone,1061.1633995280706
19,compacted,15367.680657854917
19,concrete,1661.5591771074248
19,concrete:plates,541.5398487995604
19,dirt,6195.237259414951
19,earth,78.89463917095536
19,fine_gravel,11981.030804088676
19,grass,7400.569534731453
19,grass; ground,553.1711812537632
19,grass;dirt,591.8387318936838
19,grass_paver,3476.037604780863
19,gravel,10682.514549328358
19,ground,11776.627879839627
19,medium,218.40420846916746
19,metal,4.495632524373649
19,paved,29022.6753337302
19,paving_stones,86743.61942598467
19,paving_stones;asphalt,184.58590237117198
19,pebblestone,2312.9021914069563
19,sand,986.8054213166395
19,sett,5151.756155992601
19,unpaved,2140.4338529925585
19,wood,500.35890329019196
20,asphalt,101194.28003171504
20,cobblestone,31.0569769528484
20,compacted,11611.927571649398
20,concrete,511.76119570535604
20,concrete:plates,204.31994303287172
20,dirt,3363.8390325715995
20,fine_gravel,7019.876041821055
20,grass,3013.6764845844014
20,grass_paver,767.7153154922851
20,gravel,3243.882104734464
20,ground,10185.516843816016
20,metal,5.924858668891914
20,paved,2653.4482356182357
20,paving_stones,44024.54373190011
20,pebblestone,4130.096956464457
20,sand,3346.009141020879
20,sett,1660.5308999355716
20,unpaved,2501.611615214424
20,wood,24.26198214591091
20,woodchips,46.065915167970374
21,asphalt,11769.609040198926
21,compacted,6074.562107715613
21,concrete,59.86049650257677
21,concrete:plates,18.46915269179858
21,dirt,4423.686968834548
21,earth,148.4676517209687
21,fine_gravel,1582.3328322505513
21,grass,1228.4880659597184
21,gravel,3573.6104815319186
21,ground,3206.1834948814417
21,mud,5.974766491537233
21,paved,99.04630962463489
21,pebblestone,693.8460274109444
21,sett,479.2622454463764
21,unpaved,1228.1802403083007
21,wood,34.32907723119955
22,asphalt,1656.4599825237447
22,compacted,959.7677106171218
22,dirt,29.20538448137899
22,grass,147.19451863803238
22,ground,967.0034104392172
22,paved,38.46819397952101
22,paving_stones,36.884638732931194
23,asphalt,78596.29662559394
23,compacted,2987.184392537507
23,concrete,1097.4295522996467
23,concrete:plates,671.9215336071459
23,dirt,253.01236412276154
23,fine_gravel,6461.096753585249
23,grass,4593.6978399046075
23,grass_paver,76.85984490297783
23,gravel,1650.9315306805358
23,ground,3067.439758189976
23,metal,13.4092677242589
23,paved,5843.120993999837
23,paving_stones,16678.71829382069
23,pebblestone,1623.2397189271574
23,sett,338.0089149231345
23,unpaved,77.3102701546853
23,wood,166.02680740357414
